CUST_ID,Cluster,Cluster_Name
C14520,1,高频购买型客户
C14521,0,低活跃型客户
C14522,2,现金预付型客户
C14523,0,低活跃型客户
C14524,2,现金预付型客户
C14525,0,低活跃型客户
C14526,1,高频购买型客户
C14527,0,低活跃型客户
C14528,2,现金预付型客户
C14529,1,高频购买型客户
C14530,2,现金预付型客户
C14531,2,现金预付型客户
C14532,1,高频购买型客户
C14533,0,低活跃型客户
C14534,3,稳健消费型客户
C14535,0,低活跃型客户
C14536,3,稳健消费型客户
C14537,0,低活跃型客户
C14538,1,高频购买型客户
C14539,2,现金预付型客户
C14540,0,低活跃型客户
C14541,0,低活跃型客户
C14542,3,稳健消费型客户
C14543,2,现金预付型客户
C14544,2,现金预付型客户
C14545,1,高频购买型客户
C14546,0,低活跃型客户
C14547,2,现金预付型客户
C14548,3,稳健消费型客户
C14549,3,稳健消费型客户
C14550,1,高频购买型客户
C14551,1,高频购买型客户
C14553,0,低活跃型客户
C14554,2,现金预付型客户
C14555,0,低活跃型客户
C14556,2,现金预付型客户
C14557,0,低活跃型客户
C14558,2,现金预付型客户
C14559,2,现金预付型客户
C14560,1,高频购买型客户
C14561,3,稳健消费型客户
C14562,0,低活跃型客户
C14563,0,低活跃型客户
C14564,1,高频购买型客户
C14565,2,现金预付型客户
C14566,0,低活跃型客户
C14567,2,现金预付型客户
C14568,3,稳健消费型客户
C14569,2,现金预付型客户
C14570,1,高频购买型客户
C14571,2,现金预付型客户
C14572,2,现金预付型客户
C14573,0,低活跃型客户
C14574,0,低活跃型客户
C14575,2,现金预付型客户
C14576,0,低活跃型客户
C14577,0,低活跃型客户
C14578,3,稳健消费型客户
C14579,0,低活跃型客户
C14580,1,高频购买型客户
C14581,1,高频购买型客户
C14582,2,现金预付型客户
C14583,0,低活跃型客户
C14584,2,现金预付型客户
C14585,3,稳健消费型客户
C14586,1,高频购买型客户
C14587,2,现金预付型客户
C14588,1,高频购买型客户
C14589,1,高频购买型客户
C14590,1,高频购买型客户
C14591,2,现金预付型客户
C14592,0,低活跃型客户
C14593,0,低活跃型客户
C14594,2,现金预付型客户
C14595,2,现金预付型客户
C14596,2,现金预付型客户
C14597,2,现金预付型客户
C14598,3,稳健消费型客户
C14599,2,现金预付型客户
C14600,1,高频购买型客户
C14601,3,稳健消费型客户
C14602,2,现金预付型客户
C14603,3,稳健消费型客户
C14604,1,高频购买型客户
C14606,3,稳健消费型客户
C14607,1,高频购买型客户
C14608,2,现金预付型客户
C14609,0,低活跃型客户
C14610,3,稳健消费型客户
C14611,2,现金预付型客户
C14612,0,低活跃型客户
C14613,1,高频购买型客户
C14614,3,稳健消费型客户
C14615,3,稳健消费型客户
C14616,2,现金预付型客户
C14617,0,低活跃型客户
C14618,0,低活跃型客户
C14619,0,低活跃型客户
C14620,2,现金预付型客户
C14621,0,低活跃型客户
C14622,2,现金预付型客户
C14623,0,低活跃型客户
C14624,2,现金预付型客户
C14625,2,现金预付型客户
C14626,1,高频购买型客户
C14627,2,现金预付型客户
C14628,2,现金预付型客户
C14629,0,低活跃型客户
C14630,1,高频购买型客户
C14631,3,稳健消费型客户
C14632,3,稳健消费型客户
C14633,1,高频购买型客户
C14634,3,稳健消费型客户
C14635,1,高频购买型客户
C14636,2,现金预付型客户
C14637,2,现金预付型客户
C14638,0,低活跃型客户
C14639,3,稳健消费型客户
C14640,1,高频购买型客户
C14641,2,现金预付型客户
C14642,1,高频购买型客户
C14643,1,高频购买型客户
C14644,1,高频购买型客户
C14645,0,低活跃型客户
C14646,2,现金预付型客户
C14647,2,现金预付型客户
C14648,2,现金预付型客户
C14649,3,稳健消费型客户
C14650,2,现金预付型客户
C14651,0,低活跃型客户
C14652,2,现金预付型客户
C14653,0,低活跃型客户
C14654,2,现金预付型客户
C14655,1,高频购买型客户
C14656,1,高频购买型客户
C14657,1,高频购买型客户
C14658,0,低活跃型客户
C14659,2,现金预付型客户
C14660,1,高频购买型客户
C14661,2,现金预付型客户
C14662,2,现金预付型客户
C14663,2,现金预付型客户
C14664,2,现金预付型客户
C14665,1,高频购买型客户
C14666,2,现金预付型客户
C14667,1,高频购买型客户
C14668,2,现金预付型客户
C14669,2,现金预付型客户
C14670,2,现金预付型客户
C14672,1,高频购买型客户
C14673,2,现金预付型客户
C14674,0,低活跃型客户
C14675,0,低活跃型客户
C14676,1,高频购买型客户
C14677,2,现金预付型客户
C14678,1,高频购买型客户
C14679,1,高频购买型客户
C14680,1,高频购买型客户
C14681,2,现金预付型客户
C14682,0,低活跃型客户
C14683,1,高频购买型客户
C14684,3,稳健消费型客户
C14685,3,稳健消费型客户
C14686,0,低活跃型客户
C14687,2,现金预付型客户
C14688,3,稳健消费型客户
C14689,2,现金预付型客户
C14690,0,低活跃型客户
C14691,3,稳健消费型客户
C14692,0,低活跃型客户
C14693,2,现金预付型客户
C14694,0,低活跃型客户
C14695,3,稳健消费型客户
C14696,0,低活跃型客户
C14697,0,低活跃型客户
C14698,2,现金预付型客户
C14699,1,高频购买型客户
C14700,3,稳健消费型客户
C14701,1,高频购买型客户
C14702,1,高频购买型客户
C14703,1,高频购买型客户
C14704,2,现金预付型客户
C14705,3,稳健消费型客户
C14706,0,低活跃型客户
C14707,3,稳健消费型客户
C14708,3,稳健消费型客户
C14709,0,低活跃型客户
C14710,3,稳健消费型客户
C14711,3,稳健消费型客户
C14712,1,高频购买型客户
C14713,0,低活跃型客户
C14714,1,高频购买型客户
C14715,2,现金预付型客户
C14716,2,现金预付型客户
C14717,0,低活跃型客户
C14718,2,现金预付型客户
C14719,2,现金预付型客户
C14720,2,现金预付型客户
C14721,0,低活跃型客户
C14722,2,现金预付型客户
C14723,3,稳健消费型客户
C14724,3,稳健消费型客户
C14725,2,现金预付型客户
C14726,0,低活跃型客户
C14727,2,现金预付型客户
C14728,3,稳健消费型客户
C14729,2,现金预付型客户
C14730,0,低活跃型客户
C14731,0,低活跃型客户
C14732,2,现金预付型客户
C14733,0,低活跃型客户
C14734,2,现金预付型客户
C14735,3,稳健消费型客户
C14736,1,高频购买型客户
C14737,2,现金预付型客户
C14738,0,低活跃型客户
C14739,2,现金预付型客户
C14740,1,高频购买型客户
C14741,2,现金预付型客户
C14742,2,现金预付型客户
C14743,3,稳健消费型客户
C14744,1,高频购买型客户
C14745,3,稳健消费型客户
C14746,2,现金预付型客户
C14747,2,现金预付型客户
C14748,0,低活跃型客户
C14749,0,低活跃型客户
C14750,0,低活跃型客户
C14751,2,现金预付型客户
C14752,3,稳健消费型客户
C14753,2,现金预付型客户
C14754,2,现金预付型客户
C14755,2,现金预付型客户
C14756,1,高频购买型客户
C14757,2,现金预付型客户
C14758,3,稳健消费型客户
C14759,2,现金预付型客户
C14760,2,现金预付型客户
C14761,0,低活跃型客户
C14762,1,高频购买型客户
C14763,0,低活跃型客户
C14764,3,稳健消费型客户
C14765,1,高频购买型客户
C14766,3,稳健消费型客户
C14767,2,现金预付型客户
C14768,3,稳健消费型客户
C14769,1,高频购买型客户
C14770,2,现金预付型客户
C14771,1,高频购买型客户
C14772,3,稳健消费型客户
C14773,0,低活跃型客户
C14774,2,现金预付型客户
C14775,0,低活跃型客户
C14776,0,低活跃型客户
C14777,1,高频购买型客户
C14778,2,现金预付型客户
C14779,0,低活跃型客户
C14780,0,低活跃型客户
C14781,2,现金预付型客户
C14783,0,低活跃型客户
C14784,1,高频购买型客户
C14785,3,稳健消费型客户
C14786,2,现金预付型客户
C14787,0,低活跃型客户
C14788,1,高频购买型客户
C14789,2,现金预付型客户
C14790,0,低活跃型客户
C14791,0,低活跃型客户
C14792,2,现金预付型客户
C14793,1,高频购买型客户
C14794,2,现金预付型客户
C14795,1,高频购买型客户
C14796,2,现金预付型客户
C14797,2,现金预付型客户
C14798,2,现金预付型客户
C14799,1,高频购买型客户
C14800,0,低活跃型客户
C14802,2,现金预付型客户
C14803,0,低活跃型客户
C14804,3,稳健消费型客户
C14805,1,高频购买型客户
C14806,2,现金预付型客户
C14807,2,现金预付型客户
C14808,2,现金预付型客户
C14809,2,现金预付型客户
C14810,2,现金预付型客户
C14811,2,现金预付型客户
C14812,0,低活跃型客户
C14813,0,低活跃型客户
C14814,0,低活跃型客户
C14815,2,现金预付型客户
C14816,0,低活跃型客户
C14817,2,现金预付型客户
C14818,0,低活跃型客户
C14819,0,低活跃型客户
C14820,2,现金预付型客户
C14821,2,现金预付型客户
C14822,0,低活跃型客户
C14823,2,现金预付型客户
C14824,1,高频购买型客户
C14825,2,现金预付型客户
C14826,2,现金预付型客户
C14827,2,现金预付型客户
C14828,3,稳健消费型客户
C14829,0,低活跃型客户
C14830,0,低活跃型客户
C14831,2,现金预付型客户
C14832,0,低活跃型客户
C14833,2,现金预付型客户
C14834,1,高频购买型客户
C14835,1,高频购买型客户
C14836,3,稳健消费型客户
C14837,1,高频购买型客户
C14838,3,稳健消费型客户
C14839,2,现金预付型客户
C14841,1,高频购买型客户
C14842,2,现金预付型客户
C14843,3,稳健消费型客户
C14844,3,稳健消费型客户
C14845,2,现金预付型客户
C14846,3,稳健消费型客户
C14847,2,现金预付型客户
C14848,0,低活跃型客户
C14849,3,稳健消费型客户
C14850,3,稳健消费型客户
C14851,3,稳健消费型客户
C14852,0,低活跃型客户
C14853,3,稳健消费型客户
C14854,3,稳健消费型客户
C14855,2,现金预付型客户
C14856,2,现金预付型客户
C14857,2,现金预付型客户
C14858,1,高频购买型客户
C14859,0,低活跃型客户
C14860,2,现金预付型客户
C14861,2,现金预付型客户
C14862,2,现金预付型客户
C14863,2,现金预付型客户
C14864,0,低活跃型客户
C14865,2,现金预付型客户
C14866,3,稳健消费型客户
C14867,0,低活跃型客户
C14868,3,稳健消费型客户
C14870,0,低活跃型客户
C14871,2,现金预付型客户
C14872,2,现金预付型客户
C14873,3,稳健消费型客户
C14874,1,高频购买型客户
C14876,0,低活跃型客户
C14877,2,现金预付型客户
C14878,3,稳健消费型客户
C14879,0,低活跃型客户
C14880,3,稳健消费型客户
C14881,0,低活跃型客户
C14882,2,现金预付型客户
C14884,0,低活跃型客户
C14885,3,稳健消费型客户
C14886,3,稳健消费型客户
C14887,2,现金预付型客户
C14888,1,高频购买型客户
C14889,0,低活跃型客户
C14890,1,高频购买型客户
C14892,1,高频购买型客户
C14894,1,高频购买型客户
C14895,2,现金预付型客户
C14896,2,现金预付型客户
C14897,1,高频购买型客户
C14898,2,现金预付型客户
C14899,0,低活跃型客户
C14900,2,现金预付型客户
C14901,0,低活跃型客户
C14902,1,高频购买型客户
C14903,0,低活跃型客户
C14904,2,现金预付型客户
C14905,0,低活跃型客户
C14906,3,稳健消费型客户
C14907,1,高频购买型客户
C14908,2,现金预付型客户
C14909,0,低活跃型客户
C14910,0,低活跃型客户
C14911,2,现金预付型客户
C14912,0,低活跃型客户
C14913,2,现金预付型客户
C14914,0,低活跃型客户
C14915,2,现金预付型客户
C14916,0,低活跃型客户
C14917,2,现金预付型客户
C14918,3,稳健消费型客户
C14919,2,现金预付型客户
C14920,2,现金预付型客户
C14921,2,现金预付型客户
C14922,0,低活跃型客户
C14923,2,现金预付型客户
C14924,1,高频购买型客户
C14925,2,现金预付型客户
C14926,1,高频购买型客户
C14927,0,低活跃型客户
C14928,2,现金预付型客户
C14929,2,现金预付型客户
C14930,3,稳健消费型客户
C14931,1,高频购买型客户
C14932,0,低活跃型客户
C14933,2,现金预付型客户
C14934,0,低活跃型客户
C14935,2,现金预付型客户
C14936,2,现金预付型客户
C14937,0,低活跃型客户
C14938,2,现金预付型客户
C14939,0,低活跃型客户
C14940,2,现金预付型客户
C14941,0,低活跃型客户
C14942,2,现金预付型客户
C14943,2,现金预付型客户
C14944,2,现金预付型客户
C14945,0,低活跃型客户
C14946,3,稳健消费型客户
C14947,2,现金预付型客户
C14948,0,低活跃型客户
C14949,1,高频购买型客户
C14950,2,现金预付型客户
C14951,2,现金预付型客户
C14952,0,低活跃型客户
C14953,2,现金预付型客户
C14954,1,高频购买型客户
C14955,2,现金预付型客户
C14956,3,稳健消费型客户
C14957,3,稳健消费型客户
C14958,2,现金预付型客户
C14959,2,现金预付型客户
C14960,1,高频购买型客户
C14961,3,稳健消费型客户
C14962,1,高频购买型客户
C14963,2,现金预付型客户
C14964,1,高频购买型客户
C14965,2,现金预付型客户
C14966,2,现金预付型客户
C14967,0,低活跃型客户
C14968,2,现金预付型客户
C14969,0,低活跃型客户
C14970,3,稳健消费型客户
C14971,0,低活跃型客户
C14972,0,低活跃型客户
C14973,2,现金预付型客户
C14974,2,现金预付型客户
C14975,1,高频购买型客户
C14976,2,现金预付型客户
C14977,2,现金预付型客户
C14978,2,现金预付型客户
C14979,1,高频购买型客户
C14980,3,稳健消费型客户
C14981,2,现金预付型客户
C14982,2,现金预付型客户
C14983,1,高频购买型客户
C14984,2,现金预付型客户
C14985,0,低活跃型客户
C14986,0,低活跃型客户
C14987,2,现金预付型客户
C14988,2,现金预付型客户
C14989,2,现金预付型客户
C14990,3,稳健消费型客户
C14991,2,现金预付型客户
C14992,2,现金预付型客户
C14993,2,现金预付型客户
C14994,1,高频购买型客户
C14995,2,现金预付型客户
C14996,1,高频购买型客户
C14997,0,低活跃型客户
C14998,2,现金预付型客户
C15000,1,高频购买型客户
C15001,2,现金预付型客户
C15002,1,高频购买型客户
C15003,1,高频购买型客户
C15004,2,现金预付型客户
C15005,3,稳健消费型客户
C15006,2,现金预付型客户
C15007,2,现金预付型客户
C15008,0,低活跃型客户
C15009,2,现金预付型客户
C15010,2,现金预付型客户
C15011,1,高频购买型客户
C15012,3,稳健消费型客户
C15013,2,现金预付型客户
C15014,1,高频购买型客户
C15015,0,低活跃型客户
C15016,1,高频购买型客户
C15017,1,高频购买型客户
C15018,2,现金预付型客户
C15019,2,现金预付型客户
C15020,2,现金预付型客户
C15021,2,现金预付型客户
C15022,2,现金预付型客户
C15023,2,现金预付型客户
C15025,2,现金预付型客户
C15026,2,现金预付型客户
C15027,1,高频购买型客户
C15028,2,现金预付型客户
C15029,2,现金预付型客户
C15030,2,现金预付型客户
C15031,3,稳健消费型客户
C15032,2,现金预付型客户
C15033,2,现金预付型客户
C15034,3,稳健消费型客户
C15035,2,现金预付型客户
C15036,1,高频购买型客户
C15037,1,高频购买型客户
C15038,0,低活跃型客户
C15039,2,现金预付型客户
C15040,1,高频购买型客户
C15041,1,高频购买型客户
C15042,1,高频购买型客户
C15043,3,稳健消费型客户
C15044,0,低活跃型客户
C15045,0,低活跃型客户
C15046,0,低活跃型客户
C15047,1,高频购买型客户
C15048,0,低活跃型客户
C15049,1,高频购买型客户
C15050,0,低活跃型客户
C15051,2,现金预付型客户
C15052,0,低活跃型客户
C15054,1,高频购买型客户
C15055,0,低活跃型客户
C15056,1,高频购买型客户
C15057,1,高频购买型客户
C15058,3,稳健消费型客户
C15059,0,低活跃型客户
C15060,0,低活跃型客户
C15061,2,现金预付型客户
C15062,1,高频购买型客户
C15063,0,低活跃型客户
C15064,1,高频购买型客户
C15065,0,低活跃型客户
C15067,2,现金预付型客户
C15068,2,现金预付型客户
C15069,2,现金预付型客户
C15070,2,现金预付型客户
C15071,2,现金预付型客户
C15073,3,稳健消费型客户
C15074,2,现金预付型客户
C15075,0,低活跃型客户
C15076,2,现金预付型客户
C15077,2,现金预付型客户
C15078,2,现金预付型客户
C15079,2,现金预付型客户
C15080,0,低活跃型客户
C15081,0,低活跃型客户
C15082,0,低活跃型客户
C15083,2,现金预付型客户
C15084,3,稳健消费型客户
C15085,2,现金预付型客户
C15086,2,现金预付型客户
C15087,3,稳健消费型客户
C15088,0,低活跃型客户
C15089,1,高频购买型客户
C15090,2,现金预付型客户
C15091,0,低活跃型客户
C15092,0,低活跃型客户
C15093,0,低活跃型客户
C15094,0,低活跃型客户
C15095,2,现金预付型客户
C15096,0,低活跃型客户
C15097,2,现金预付型客户
C15098,1,高频购买型客户
C15099,3,稳健消费型客户
C15100,0,低活跃型客户
C15101,3,稳健消费型客户
C15102,2,现金预付型客户
C15103,2,现金预付型客户
C15104,1,高频购买型客户
C15105,3,稳健消费型客户
C15106,2,现金预付型客户
C15107,0,低活跃型客户
C15108,2,现金预付型客户
C15109,2,现金预付型客户
C15110,2,现金预付型客户
C15111,3,稳健消费型客户
C15112,0,低活跃型客户
C15113,2,现金预付型客户
C15114,0,低活跃型客户
C15115,2,现金预付型客户
C15116,3,稳健消费型客户
C15117,2,现金预付型客户
C15118,1,高频购买型客户
C15121,2,现金预付型客户
C15122,1,高频购买型客户
C15123,3,稳健消费型客户
C15124,2,现金预付型客户
C15125,1,高频购买型客户
C15126,0,低活跃型客户
C15127,2,现金预付型客户
C15128,0,低活跃型客户
C15129,2,现金预付型客户
C15130,0,低活跃型客户
C15131,2,现金预付型客户
C15132,3,稳健消费型客户
C15133,3,稳健消费型客户
C15134,2,现金预付型客户
C15135,0,低活跃型客户
C15136,3,稳健消费型客户
C15137,1,高频购买型客户
C15138,2,现金预付型客户
C15139,1,高频购买型客户
C15140,1,高频购买型客户
C15141,2,现金预付型客户
C15142,1,高频购买型客户
C15143,2,现金预付型客户
C15144,2,现金预付型客户
C15145,3,稳健消费型客户
C15146,1,高频购买型客户
C15147,2,现金预付型客户
C15148,2,现金预付型客户
C15149,2,现金预付型客户
C15150,2,现金预付型客户
C15151,1,高频购买型客户
C15152,0,低活跃型客户
C15153,2,现金预付型客户
C15154,1,高频购买型客户
C15155,1,高频购买型客户
C15156,0,低活跃型客户
C15157,1,高频购买型客户
C15158,0,低活跃型客户
C15159,1,高频购买型客户
C15160,0,低活跃型客户
C15161,2,现金预付型客户
C15162,2,现金预付型客户
C15163,1,高频购买型客户
C15164,1,高频购买型客户
C15165,2,现金预付型客户
C15166,0,低活跃型客户
C15167,2,现金预付型客户
C15168,1,高频购买型客户
C15169,1,高频购买型客户
C15170,2,现金预付型客户
C15171,2,现金预付型客户
C15172,3,稳健消费型客户
C15173,3,稳健消费型客户
C15174,3,稳健消费型客户
C15175,2,现金预付型客户
C15177,0,低活跃型客户
C15178,0,低活跃型客户
C15179,2,现金预付型客户
C15180,3,稳健消费型客户
C15181,1,高频购买型客户
C15182,0,低活跃型客户
C15183,2,现金预付型客户
C15184,3,稳健消费型客户
C15185,1,高频购买型客户
C15186,1,高频购买型客户
C15187,0,低活跃型客户
C15188,1,高频购买型客户
C15189,0,低活跃型客户
C15190,1,高频购买型客户
C15191,2,现金预付型客户
C15192,2,现金预付型客户
C15193,1,高频购买型客户
C15194,0,低活跃型客户
C15195,3,稳健消费型客户
C15196,1,高频购买型客户
C15197,2,现金预付型客户
C15198,2,现金预付型客户
C15199,0,低活跃型客户
C15200,2,现金预付型客户
C15201,3,稳健消费型客户
C15202,2,现金预付型客户
C15203,3,稳健消费型客户
C15204,0,低活跃型客户
C15206,2,现金预付型客户
C15207,2,现金预付型客户
C15208,1,高频购买型客户
C15209,0,低活跃型客户
C15210,2,现金预付型客户
C15211,3,稳健消费型客户
C15212,0,低活跃型客户
C15213,2,现金预付型客户
C15214,2,现金预付型客户
C15215,2,现金预付型客户
C15216,2,现金预付型客户
C15217,2,现金预付型客户
C15218,1,高频购买型客户
C15219,2,现金预付型客户
C15220,0,低活跃型客户
C15221,1,高频购买型客户
C15222,3,稳健消费型客户
C15223,2,现金预付型客户
C15224,2,现金预付型客户
C15225,2,现金预付型客户
C15226,0,低活跃型客户
C15227,2,现金预付型客户
C15228,0,低活跃型客户
C15229,1,高频购买型客户
C15230,1,高频购买型客户
C15232,1,高频购买型客户
C15233,1,高频购买型客户
C15234,2,现金预付型客户
C15235,1,高频购买型客户
C15236,0,低活跃型客户
C15237,2,现金预付型客户
C15239,1,高频购买型客户
C15240,2,现金预付型客户
C15241,0,低活跃型客户
C15242,0,低活跃型客户
C15243,2,现金预付型客户
C15244,2,现金预付型客户
C15245,2,现金预付型客户
C15246,3,稳健消费型客户
C15247,0,低活跃型客户
C15248,2,现金预付型客户
C15249,2,现金预付型客户
C15250,1,高频购买型客户
C15251,3,稳健消费型客户
C15252,0,低活跃型客户
C15253,2,现金预付型客户
C15254,2,现金预付型客户
C15255,2,现金预付型客户
C15256,3,稳健消费型客户
C15257,2,现金预付型客户
C15258,2,现金预付型客户
C15259,2,现金预付型客户
C15260,2,现金预付型客户
C15261,3,稳健消费型客户
C15262,2,现金预付型客户
C15263,3,稳健消费型客户
C15264,2,现金预付型客户
C15265,1,高频购买型客户
C15266,0,低活跃型客户
C15267,2,现金预付型客户
C15268,3,稳健消费型客户
C15269,0,低活跃型客户
C15270,2,现金预付型客户
C15271,0,低活跃型客户
C15272,2,现金预付型客户
C15273,1,高频购买型客户
C15274,1,高频购买型客户
C15275,2,现金预付型客户
C15276,2,现金预付型客户
C15277,3,稳健消费型客户
C15278,2,现金预付型客户
C15279,3,稳健消费型客户
C15280,1,高频购买型客户
C15281,1,高频购买型客户
C15282,1,高频购买型客户
C15283,2,现金预付型客户
C15284,3,稳健消费型客户
C15285,3,稳健消费型客户
C15286,0,低活跃型客户
C15287,2,现金预付型客户
C15288,2,现金预付型客户
C15289,0,低活跃型客户
C15290,0,低活跃型客户
C15291,0,低活跃型客户
C15292,2,现金预付型客户
C15293,2,现金预付型客户
C15294,1,高频购买型客户
C15295,2,现金预付型客户
C15296,0,低活跃型客户
C15297,0,低活跃型客户
C15298,1,高频购买型客户
C15299,3,稳健消费型客户
C15300,0,低活跃型客户
C15301,1,高频购买型客户
C15302,2,现金预付型客户
C15303,0,低活跃型客户
C15304,2,现金预付型客户
C15305,2,现金预付型客户
C15306,0,低活跃型客户
C15307,0,低活跃型客户
C15308,0,低活跃型客户
C15309,2,现金预付型客户
C15310,2,现金预付型客户
C15311,0,低活跃型客户
C15312,2,现金预付型客户
C15313,1,高频购买型客户
C15314,2,现金预付型客户
C15315,2,现金预付型客户
C15316,3,稳健消费型客户
C15317,0,低活跃型客户
C15318,2,现金预付型客户
C15319,2,现金预付型客户
C15320,1,高频购买型客户
C15321,3,稳健消费型客户
C15322,3,稳健消费型客户
C15323,3,稳健消费型客户
C15324,2,现金预付型客户
C15325,0,低活跃型客户
C15326,0,低活跃型客户
C15327,0,低活跃型客户
C15328,2,现金预付型客户
C15329,0,低活跃型客户
C15330,2,现金预付型客户
C15331,2,现金预付型客户
C15332,2,现金预付型客户
C15333,0,低活跃型客户
C15334,1,高频购买型客户
C15335,2,现金预付型客户
C15336,0,低活跃型客户
C15337,0,低活跃型客户
C15338,0,低活跃型客户
C15339,1,高频购买型客户
C15341,2,现金预付型客户
C15342,2,现金预付型客户
C15343,1,高频购买型客户
C15344,3,稳健消费型客户
C15345,2,现金预付型客户
C15346,2,现金预付型客户
C15347,3,稳健消费型客户
C15348,1,高频购买型客户
C15349,0,低活跃型客户
C15350,3,稳健消费型客户
C15351,2,现金预付型客户
C15352,2,现金预付型客户
C15353,2,现金预付型客户
C15354,1,高频购买型客户
C15355,0,低活跃型客户
C15356,2,现金预付型客户
C15357,0,低活跃型客户
C15358,1,高频购买型客户
C15359,2,现金预付型客户
C15360,3,稳健消费型客户
C15361,2,现金预付型客户
C15362,0,低活跃型客户
C15364,1,高频购买型客户
C15365,1,高频购买型客户
C15366,2,现金预付型客户
C15367,3,稳健消费型客户
C15368,1,高频购买型客户
C15369,1,高频购买型客户
C15370,2,现金预付型客户
C15371,2,现金预付型客户
C15372,3,稳健消费型客户
C15373,1,高频购买型客户
C15374,2,现金预付型客户
C15375,2,现金预付型客户
C15376,1,高频购买型客户
C15377,2,现金预付型客户
C15378,2,现金预付型客户
C15379,0,低活跃型客户
C15380,1,高频购买型客户
C15381,2,现金预付型客户
C15382,2,现金预付型客户
C15383,2,现金预付型客户
C15384,0,低活跃型客户
C15385,3,稳健消费型客户
C15386,2,现金预付型客户
C15387,1,高频购买型客户
C15388,0,低活跃型客户
C15389,2,现金预付型客户
C15390,3,稳健消费型客户
C15391,2,现金预付型客户
C15392,0,低活跃型客户
C15393,0,低活跃型客户
C15394,2,现金预付型客户
C15395,2,现金预付型客户
C15396,1,高频购买型客户
C15397,2,现金预付型客户
C15398,1,高频购买型客户
C15399,0,低活跃型客户
C15400,0,低活跃型客户
C15401,0,低活跃型客户
C15402,3,稳健消费型客户
C15403,2,现金预付型客户
C15404,0,低活跃型客户
C15405,2,现金预付型客户
C15406,2,现金预付型客户
C15407,1,高频购买型客户
C15408,0,低活跃型客户
C15409,2,现金预付型客户
C15410,2,现金预付型客户
C15411,1,高频购买型客户
C15412,0,低活跃型客户
C15413,0,低活跃型客户
C15414,1,高频购买型客户
C15415,1,高频购买型客户
C15417,0,低活跃型客户
C15418,0,低活跃型客户
C15419,0,低活跃型客户
C15420,2,现金预付型客户
C15421,1,高频购买型客户
C15422,3,稳健消费型客户
C15423,1,高频购买型客户
C15424,1,高频购买型客户
C15425,0,低活跃型客户
C15426,2,现金预付型客户
C15427,2,现金预付型客户
C15428,1,高频购买型客户
C15429,3,稳健消费型客户
C15430,3,稳健消费型客户
C15431,2,现金预付型客户
C15432,0,低活跃型客户
C15433,0,低活跃型客户
C15435,1,高频购买型客户
C15436,3,稳健消费型客户
C15437,2,现金预付型客户
C15438,3,稳健消费型客户
C15439,1,高频购买型客户
C15440,2,现金预付型客户
C15441,2,现金预付型客户
C15442,0,低活跃型客户
C15443,2,现金预付型客户
C15444,3,稳健消费型客户
C15445,3,稳健消费型客户
C15446,0,低活跃型客户
C15448,1,高频购买型客户
C15449,2,现金预付型客户
C15450,0,低活跃型客户
C15451,2,现金预付型客户
C15452,2,现金预付型客户
C15453,2,现金预付型客户
C15454,2,现金预付型客户
C15455,2,现金预付型客户
C15456,2,现金预付型客户
C15457,2,现金预付型客户
C15459,2,现金预付型客户
C15460,2,现金预付型客户
C15461,1,高频购买型客户
C15462,3,稳健消费型客户
C15463,3,稳健消费型客户
C15464,0,低活跃型客户
C15465,0,低活跃型客户
C15466,2,现金预付型客户
C15467,2,现金预付型客户
C15469,2,现金预付型客户
C15470,2,现金预付型客户
C15471,3,稳健消费型客户
C15472,2,现金预付型客户
C15473,2,现金预付型客户
C15474,2,现金预付型客户
C15475,0,低活跃型客户
C15476,0,低活跃型客户
C15477,2,现金预付型客户
C15478,2,现金预付型客户
C15479,1,高频购买型客户
C15480,0,低活跃型客户
C15481,2,现金预付型客户
C15482,0,低活跃型客户
C15483,1,高频购买型客户
C15484,2,现金预付型客户
C15485,0,低活跃型客户
C15486,1,高频购买型客户
C15487,2,现金预付型客户
C15488,2,现金预付型客户
C15489,2,现金预付型客户
C15490,1,高频购买型客户
C15491,2,现金预付型客户
C15492,1,高频购买型客户
C15493,3,稳健消费型客户
C15494,0,低活跃型客户
C15495,2,现金预付型客户
C15496,1,高频购买型客户
C15497,3,稳健消费型客户
C15498,2,现金预付型客户
C15499,1,高频购买型客户
C15500,1,高频购买型客户
C15501,3,稳健消费型客户
C15502,2,现金预付型客户
C15503,1,高频购买型客户
C15504,3,稳健消费型客户
C15505,0,低活跃型客户
C15506,1,高频购买型客户
C15507,1,高频购买型客户
C15508,3,稳健消费型客户
C15509,2,现金预付型客户
C15510,3,稳健消费型客户
C15511,2,现金预付型客户
C15512,3,稳健消费型客户
C15513,2,现金预付型客户
C15514,0,低活跃型客户
C15515,0,低活跃型客户
C15516,2,现金预付型客户
C15517,2,现金预付型客户
C15519,0,低活跃型客户
C15520,1,高频购买型客户
C15521,0,低活跃型客户
C15522,0,低活跃型客户
C15523,3,稳健消费型客户
C15524,0,低活跃型客户
C15525,2,现金预付型客户
C15526,2,现金预付型客户
C15527,3,稳健消费型客户
C15528,2,现金预付型客户
C15529,2,现金预付型客户
C15530,1,高频购买型客户
C15531,2,现金预付型客户
C15532,0,低活跃型客户
C15533,0,低活跃型客户
C15534,0,低活跃型客户
C15535,0,低活跃型客户
C15536,0,低活跃型客户
C15537,0,低活跃型客户
